==PROF== Connected to process 31 (/opt/llama/bin/llama-bench)
==PROF== Disconnected from process 31
"ID","Process ID","Process Name","Host Name","Kernel Name","Context","Stream","Block Size","Grid Size","Device","CC","Section Name","Metric Name","Metric Unit","Metric Value","Rule Name","Rule Type","Rule Description","Estimated Speedup Type","Estimated Speedup"
"0","31","llama-bench","127.0.0.1","void flash_attn_ext_vec<256, 1, 2, 2, 0>(const char *, const char *, const char *, const char *, const char *, const int *, float *, float2 *, float, float, float, float, unsigned int, float, int, uint3, int, int, int, int, int, int, int, int, int, int, int, long, int, int, long, int, int, int, int, int, long)","1","15","(32, 4, 1)","(1, 1, 24)","0","7.0","GPU Speed Of Light Throughput","DRAM Frequency","hz","879488778.05",
"0","31","llama-bench","127.0.0.1","void flash_attn_ext_vec<256, 1, 2, 2, 0>(const char *, const char *, const char *, const char *, const char *, const int *, float *, float2 *, float, float, float, float, unsigned int, float, int, uint3, int, int, int, int, int, int, int, int, int, int, int, long, int, int, long, int, int, int, int, int, long)","1","15","(32, 4, 1)","(1, 1, 24)","0","7.0","GPU Speed Of Light Throughput","SM Frequency","hz","1234491895.26",
"0","31","llama-bench","127.0.0.1","void flash_attn_ext_vec<256, 1, 2, 2, 0>(const char *, const char *, const char *, const char *, const char *, const int *, float *, float2 *, float, float, float, float, unsigned int, float, int, uint3, int, int, int, int, int, int, int, int, int, int, int, long, int, int, long, int, int, int, int, int, long)","1","15","(32, 4, 1)","(1, 1, 24)","0","7.0","GPU Speed Of Light Throughput","Elapsed Cycles","cycle","79337",
"0","31","llama-bench","127.0.0.1","void flash_attn_ext_vec<256, 1, 2, 2, 0>(const char *, const char *, const char *, const char *, const char *, const int *, float *, float2 *, float, float, float, float, unsigned int, float, int, uint3, int, int, int, int, int, int, int, int, int, int, int, long, int, int, long, int, int, int, int, int, long)","1","15","(32, 4, 1)","(1, 1, 24)","0","7.0","GPU Speed Of Light Throughput","Memory Throughput","%","1.98",
"0","31","llama-bench","127.0.0.1","void flash_attn_ext_vec<256, 1, 2, 2, 0>(const char *, const char *, const char *, const char *, const char *, const int *, float *, float2 *, float, float, float, float, unsigned int, float, int, uint3, int, int, int, int, int, int, int, int, int, int, int, long, int, int, long, int, int, int, int, int, long)","1","15","(32, 4, 1)","(1, 1, 24)","0","7.0","GPU Speed Of Light Throughput","DRAM Throughput","%","0.68",
"0","31","llama-bench","127.0.0.1","void flash_attn_ext_vec<256, 1, 2, 2, 0>(const char *, const char *, const char *, const char *, const char *, const int *, float *, float2 *, float, float, float, float, unsigned int, float, int, uint3, int, int, int, int, int, int, int, int, int, int, int, long, int, int, long, int, int, int, int, int, long)","1","15","(32, 4, 1)","(1, 1, 24)","0","7.0","GPU Speed Of Light Throughput","Duration","ns","64160",
"0","31","llama-bench","127.0.0.1","void flash_attn_ext_vec<256, 1, 2, 2, 0>(const char *, const char *, const char *, const char *, const char *, const int *, float *, float2 *, float, float, float, float, unsigned int, float, int, uint3, int, int, int, int, int, int, int, int, int, int, int, long, int, int, long, int, int, int, int, int, long)","1","15","(32, 4, 1)","(1, 1, 24)","0","7.0","GPU Speed Of Light Throughput","L1/TEX Cache Throughput","%","6.86",
"0","31","llama-bench","127.0.0.1","void flash_attn_ext_vec<256, 1, 2, 2, 0>(const char *, const char *, const char *, const char *, const char *, const int *, float *, float2 *, float, float, float, float, unsigned int, float, int, uint3, int, int, int, int, int, int, int, int, int, int, int, long, int, int, long, int, int, int, int, int, long)","1","15","(32, 4, 1)","(1, 1, 24)","0","7.0","GPU Speed Of Light Throughput","L2 Cache Throughput","%","1.62",
"0","31","llama-bench","127.0.0.1","void flash_attn_ext_vec<256, 1, 2, 2, 0>(const char *, const char *, const char *, const char *, const char *, const int *, float *, float2 *, float, float, float, float, unsigned int, float, int, uint3, int, int, int, int, int, int, int, int, int, int, int, long, int, int, long, int, int, int, int, int, long)","1","15","(32, 4, 1)","(1, 1, 24)","0","7.0","GPU Speed Of Light Throughput","SM Active Cycles","cycle","23143.50",
"0","31","llama-bench","127.0.0.1","void flash_attn_ext_vec<256, 1, 2, 2, 0>(const char *, const char *, const char *, const char *, const char *, const int *, float *, float2 *, float, float, float, float, unsigned int, float, int, uint3, int, int, int, int, int, int, int, int, int, int, int, long, int, int, long, int, int, int, int, int, long)","1","15","(32, 4, 1)","(1, 1, 24)","0","7.0","GPU Speed Of Light Throughput","Compute (SM) Throughput","%","3.18",
"0","31","llama-bench","127.0.0.1","void flash_attn_ext_vec<256, 1, 2, 2, 0>(const char *, const char *, const char *, const char *, const char *, const int *, float *, float2 *, float, float, float, float, unsigned int, float, int, uint3, int, int, int, int, int, int, int, int, int, int, int, long, int, int, long, int, int, int, int, int, long)","1","15","(32, 4, 1)","(1, 1, 24)","0","7.0","SpeedOfLight","","","","SOLBottleneck","OPT","This kernel grid is too small to fill the available resources on this device, resulting in only 0.1 full waves across all SMs. Look at Launch Statistics for more details.","",""
"0","31","llama-bench","127.0.0.1","void flash_attn_ext_vec<256, 1, 2, 2, 0>(const char *, const char *, const char *, const char *, const char *, const int *, float *, float2 *, float, float, float, float, unsigned int, float, int, uint3, int, int, int, int, int, int, int, int, int, int, int, long, int, int, long, int, int, int, int, int, long)","1","15","(32, 4, 1)","(1, 1, 24)","0","7.0","Memory Workload Analysis","Memory Throughput","byte/s","6152119700.75",
"0","31","llama-bench","127.0.0.1","void flash_attn_ext_vec<256, 1, 2, 2, 0>(const char *, const char *, const char *, const char *, const char *, const int *, float *, float2 *, float, float, float, float, unsigned int, float, int, uint3, int, int, int, int, int, int, int, int, int, int, int, long, int, int, long, int, int, int, int, int, long)","1","15","(32, 4, 1)","(1, 1, 24)","0","7.0","Memory Workload Analysis","Mem Busy","%","1.98",
"0","31","llama-bench","127.0.0.1","void flash_attn_ext_vec<256, 1, 2, 2, 0>(const char *, const char *, const char *, const char *, const char *, const int *, float *, float2 *, float, float, float, float, unsigned int, float, int, uint3, int, int, int, int, int, int, int, int, int, int, int, long, int, int, long, int, int, int, int, int, long)","1","15","(32, 4, 1)","(1, 1, 24)","0","7.0","Memory Workload Analysis","Max Bandwidth","%","1.94",
"0","31","llama-bench","127.0.0.1","void flash_attn_ext_vec<256, 1, 2, 2, 0>(const char *, const char *, const char *, const char *, const char *, const int *, float *, float2 *, float, float, float, float, unsigned int, float, int, uint3, int, int, int, int, int, int, int, int, int, int, int, long, int, int, long, int, int, int, int, int, long)","1","15","(32, 4, 1)","(1, 1, 24)","0","7.0","Memory Workload Analysis","L1/TEX Hit Rate","%","71.82",
"0","31","llama-bench","127.0.0.1","void flash_attn_ext_vec<256, 1, 2, 2, 0>(const char *, const char *, const char *, const char *, const char *, const int *, float *, float2 *, float, float, float, float, unsigned int, float, int, uint3, int, int, int, int, int, int, int, int, int, int, int, long, int, int, long, int, int, int, int, int, long)","1","15","(32, 4, 1)","(1, 1, 24)","0","7.0","Memory Workload Analysis","L2 Hit Rate","%","86.94",
"0","31","llama-bench","127.0.0.1","void flash_attn_ext_vec<256, 1, 2, 2, 0>(const char *, const char *, const char *, const char *, const char *, const int *, float *, float2 *, float, float, float, float, unsigned int, float, int, uint3, int, int, int, int, int, int, int, int, int, int, int, long, int, int, long, int, int, int, int, int, long)","1","15","(32, 4, 1)","(1, 1, 24)","0","7.0","Memory Workload Analysis","Mem Pipes Busy","%","1.83",
"0","31","llama-bench","127.0.0.1","void flash_attn_ext_vec<256, 1, 2, 2, 0>(const char *, const char *, const char *, const char *, const char *, const int *, float *, float2 *, float, float, float, float, unsigned int, float, int, uint3, int, int, int, int, int, int, int, int, int, int, int, long, int, int, long, int, int, int, int, int, long)","1","15","(32, 4, 1)","(1, 1, 24)","0","7.0","Launch Statistics","Block Size","","128",
"0","31","llama-bench","127.0.0.1","void flash_attn_ext_vec<256, 1, 2, 2, 0>(const char *, const char *, const char *, const char *, const char *, const int *, float *, float2 *, float, float, float, float, unsigned int, float, int, uint3, int, int, int, int, int, int, int, int, int, int, int, long, int, int, long, int, int, int, int, int, long)","1","15","(32, 4, 1)","(1, 1, 24)","0","7.0","Launch Statistics","Function Cache Configuration","","CachePreferNone",
"0","31","llama-bench","127.0.0.1","void flash_attn_ext_vec<256, 1, 2, 2, 0>(const char *, const char *, const char *, const char *, const char *, const int *, float *, float2 *, float, float, float, float, unsigned int, float, int, uint3, int, int, int, int, int, int, int, int, int, int, int, long, int, int, long, int, int, int, int, int, long)","1","15","(32, 4, 1)","(1, 1, 24)","0","7.0","Launch Statistics","Grid Size","","24",
"0","31","llama-bench","127.0.0.1","void flash_attn_ext_vec<256, 1, 2, 2, 0>(const char *, const char *, const char *, const char *, const char *, const int *, float *, float2 *, float, float, float, float, unsigned int, float, int, uint3, int, int, int, int, int, int, int, int, int, int, int, long, int, int, long, int, int, int, int, int, long)","1","15","(32, 4, 1)","(1, 1, 24)","0","7.0","Launch Statistics","Registers Per Thread","register/thread","250",
"0","31","llama-bench","127.0.0.1","void flash_attn_ext_vec<256, 1, 2, 2, 0>(const char *, const char *, const char *, const char *, const char *, const int *, float *, float2 *, float, float, float, float, unsigned int, float, int, uint3, int, int, int, int, int, int, int, int, int, int, int, long, int, int, long, int, int, int, int, int, long)","1","15","(32, 4, 1)","(1, 1, 24)","0","7.0","Launch Statistics","Shared Memory Configuration Size","byte","16384",
"0","31","llama-bench","127.0.0.1","void flash_attn_ext_vec<256, 1, 2, 2, 0>(const char *, const char *, const char *, const char *, const char *, const int *, float *, float2 *, float, float, float, float, unsigned int, float, int, uint3, int, int, int, int, int, int, int, int, int, int, int, long, int, int, long, int, int, int, int, int, long)","1","15","(32, 4, 1)","(1, 1, 24)","0","7.0","Launch Statistics","Driver Shared Memory Per Block","byte/block","0",
"0","31","llama-bench","127.0.0.1","void flash_attn_ext_vec<256, 1, 2, 2, 0>(const char *, const char *, const char *, const char *, const char *, const int *, float *, float2 *, float, float, float, float, unsigned int, float, int, uint3, int, int, int, int, int, int, int, int, int, int, int, long, int, int, long, int, int, int, int, int, long)","1","15","(32, 4, 1)","(1, 1, 24)","0","7.0","Launch Statistics","Dynamic Shared Memory Per Block","byte/block","0",
"0","31","llama-bench","127.0.0.1","void flash_attn_ext_vec<256, 1, 2, 2, 0>(const char *, const char *, const char *, const char *, const char *, const int *, float *, float2 *, float, float, float, float, unsigned int, float, int, uint3, int, int, int, int, int, int, int, int, int, int, int, long, int, int, long, int, int, int, int, int, long)","1","15","(32, 4, 1)","(1, 1, 24)","0","7.0","Launch Statistics","Static Shared Memory Per Block","byte/block","4352",
"0","31","llama-bench","127.0.0.1","void flash_attn_ext_vec<256, 1, 2, 2, 0>(const char *, const char *, const char *, const char *, const char *, const int *, float *, float2 *, float, float, float, float, unsigned int, float, int, uint3, int, int, int, int, int, int, int, int, int, int, int, long, int, int, long, int, int, int, int, int, long)","1","15","(32, 4, 1)","(1, 1, 24)","0","7.0","Launch Statistics","# SMs","SM","80",
"0","31","llama-bench","127.0.0.1","void flash_attn_ext_vec<256, 1, 2, 2, 0>(const char *, const char *, const char *, const char *, const char *, const int *, float *, float2 *, float, float, float, float, unsigned int, float, int, uint3, int, int, int, int, int, int, int, int, int, int, int, long, int, int, long, int, int, int, int, int, long)","1","15","(32, 4, 1)","(1, 1, 24)","0","7.0","Launch Statistics","Stack Size","","1024",
"0","31","llama-bench","127.0.0.1","void flash_attn_ext_vec<256, 1, 2, 2, 0>(const char *, const char *, const char *, const char *, const char *, const int *, float *, float2 *, float, float, float, float, unsigned int, float, int, uint3, int, int, int, int, int, int, int, int, int, int, int, long, int, int, long, int, int, int, int, int, long)","1","15","(32, 4, 1)","(1, 1, 24)","0","7.0","Launch Statistics","Threads","thread","3072",
"0","31","llama-bench","127.0.0.1","void flash_attn_ext_vec<256, 1, 2, 2, 0>(const char *, const char *, const char *, const char *, const char *, const int *, float *, float2 *, float, float, float, float, unsigned int, float, int, uint3, int, int, int, int, int, int, int, int, int, int, int, long, int, int, long, int, int, int, int, int, long)","1","15","(32, 4, 1)","(1, 1, 24)","0","7.0","Launch Statistics","# TPCs","","40",
"0","31","llama-bench","127.0.0.1","void flash_attn_ext_vec<256, 1, 2, 2, 0>(const char *, const char *, const char *, const char *, const char *, const int *, float *, float2 *, float, float, float, float, unsigned int, float, int, uint3, int, int, int, int, int, int, int, int, int, int, int, long, int, int, long, int, int, int, int, int, long)","1","15","(32, 4, 1)","(1, 1, 24)","0","7.0","Launch Statistics","Enabled TPC IDs","","all",
"0","31","llama-bench","127.0.0.1","void flash_attn_ext_vec<256, 1, 2, 2, 0>(const char *, const char *, const char *, const char *, const char *, const int *, float *, float2 *, float, float, float, float, unsigned int, float, int, uint3, int, int, int, int, int, int, int, int, int, int, int, long, int, int, long, int, int, int, int, int, long)","1","15","(32, 4, 1)","(1, 1, 24)","0","7.0","Launch Statistics","Uses Green Context","","0",
"0","31","llama-bench","127.0.0.1","void flash_attn_ext_vec<256, 1, 2, 2, 0>(const char *, const char *, const char *, const char *, const char *, const int *, float *, float2 *, float, float, float, float, unsigned int, float, int, uint3, int, int, int, int, int, int, int, int, int, int, int, long, int, int, long, int, int, int, int, int, long)","1","15","(32, 4, 1)","(1, 1, 24)","0","7.0","Launch Statistics","Waves Per SM","","0.15",
